x	y
2.64873830736617	0.3
2.644613534329	0.429939013803718
2.63225582422269	0.559354809060013
2.61171493718427	0.687726274037888
2.58307358411605	0.814536502155784
2.54644709363807	0.939274873381952
2.50198294770038	1.06143911032109
2.44986018772533	1.18053730070816
2.39028869367093	1.29608987816543
2.32350833891836	1.40763155324704
2.2497880243865	1.51471318699538
2.16942459576283	1.61690359946515
2.08274164821066	1.71379130593278
1.99008822336557	1.80498617380026
1.89183740386797	1.89012099352133
1.78838481109095	1.96885295722479
1.68014701211268	2.04086503908076
1.56755984234779	2.10586727185182
1.45107665059198	2.16359791448873
1.33116647354644	2.21382450606926
1.20831214717258	2.25634480183629
1.08300836248203	2.29098758756603
0.955759673590567	2.31761336898731
0.827078466056711	2.33611493347574
0.697482893685973	2.34641778176114
0.567494792108343	2.3484804279098
0.437637577530381	2.34229456637366
0.3084341391229	2.32788510543388
0.180404733530816	2.30531006690393
0.0540648899832699	2.27466035249625
-0.0700766655606346	2.23605937779313
-0.19152005887171	2.18966257529574
-0.309776280267782	2.13565676855226
-0.424369153683085	2.07425941988543
-0.534837254061215	2.00571775474854
-0.640735765350979	1.93030776623572
-0.74163827162363	1.84833310375525
-0.837138474099322	1.76012385034047
-0.926851827168885	1.66603519352198
-1.01041708682328	1.56644599511279
-1.08749776525571	1.4617572656655
-1.15778348577927	1.35239054974437
-1.22099123260434	1.2387862285141
-1.27686649044321	1.12140174648036
-1.3251842693534	1.00070976952217
-1.3657500106927	0.877196281633253
-1.39840037053815	0.751358628036036
-1.42300387741441	0.623703512547933
-1.43946146168293	0.494744957263936
-1.44770685446046	0.365002232771058
-1.44770685446046	0.234997767228942
-1.43946146168293	0.105255042736064
-1.42300387741441	-0.0237035125479331
-1.39840037053815	-0.151358628036036
-1.3657500106927	-0.277196281633254
-1.3251842693534	-0.400709769522165
-1.27686649044321	-0.521401746480358
-1.22099123260434	-0.638786228514102
-1.15778348577927	-0.752390549744369
-1.08749776525571	-0.861757265665503
-1.01041708682328	-0.96644599511279
-0.926851827168885	-1.06603519352198
-0.837138474099322	-1.16012385034047
-0.741638271623631	-1.24833310375525
-0.640735765350978	-1.33030776623572
-0.534837254061215	-1.40571775474854
-0.424369153683084	-1.47425941988543
-0.309776280267782	-1.53565676855226
-0.19152005887171	-1.58966257529574
-0.0700766655606351	-1.63605937779313
0.0540648899832706	-1.67466035249625
0.180404733530817	-1.70531006690393
0.3084341391229	-1.72788510543388
0.437637577530381	-1.74229456637366
0.567494792108343	-1.7484804279098
0.697482893685974	-1.74641778176114
0.82707846605671	-1.73611493347574
0.955759673590566	-1.71761336898731
1.08300836248203	-1.69098758756603
1.20831214717258	-1.65634480183629
1.33116647354644	-1.61382450606926
1.45107665059198	-1.56359791448873
1.56755984234779	-1.50586727185182
1.68014701211268	-1.44086503908076
1.78838481109095	-1.36885295722479
1.89183740386797	-1.29012099352133
1.99008822336557	-1.20498617380026
2.08274164821066	-1.11379130593278
2.16942459576283	-1.01690359946515
2.2497880243865	-0.914713186995384
2.32350833891836	-0.807631553247042
2.39028869367093	-0.69608987816543
2.44986018772533	-0.580537300708161
2.50198294770038	-0.461439110321093
2.54644709363807	-0.339274873381952
2.58307358411605	-0.214536502155785
2.61171493718427	-0.087726274037887
2.63225582422269	0.0406451909399871
2.644613534329	0.170060986196282
2.64873830736617	0.299999999999999
