x	y
2.09089645715476	0.3
2.08789480023958	0.39455849711484
2.07890191610704	0.488736240535631
2.06395401592756	0.582154009729065
2.04311128961937	0.674435644309819
2.01645766348504	0.765209558705666
1.98410046226975	0.854110238401419
1.94616997700253	0.940779711736886
1.90281894036023	1.0248689913324
1.85422191166693	1.1060394793378
1.80057457400515	1.18396433084653
1.74209294626917	1.25832976998464
1.67901251333315	1.32883635337554
1.61158727783669	1.39520017589278
1.5400887374058	1.45715401384577
1.46480479142784	1.51444840099531
1.38603858178226	1.56685263306603
1.30410727219526	1.61415569671114
1.21934077113341	1.65616711918866
1.13208040337867	1.69271773532794
1.04267753563399	1.72366036869811
0.951492161693582	1.74887042423558
0.858891452875006	1.76824638994444
0.765248279549828	1.78171024564941
0.670939709726253	1.78920777715555
0.576345490729339	1.79070879454968
0.481846520092547	1.78620725376455
0.387823311817807	1.7757212809161
0.294654464179937	1.75929309931602
0.20271513524501	1.73698885945341
0.112375532241234	1.70889837263004
0.0239994208651053	1.675134749322
-0.0620573394746625	1.63583394372367
-0.145448228577379	1.59115420630824
-0.22583746076492	1.54127544660883
-0.302901336972148	1.48639850878637
-0.376329548168789	1.42674436290098
-0.445826424864385	1.36255321514359
-0.511112127664972	1.29408354061036
-0.571923774087554	1.22161104251468
-0.628016497095079	1.14542754202766
-0.679164431089573	1.06583980321729
-0.725161621393184	0.983168297817743
-0.765822853554982	0.89774591480288
-0.800984399144179	0.809916619959802
-0.830504675026737	0.720034070860039
-0.854264813470673	0.628460192805331
-0.872169140784467	0.535563721482173
-0.884145562561246	0.441718718193355
-0.89014585397752	0.347303063645111
-0.89014585397752	0.252696936354889
-0.884145562561246	0.158281281806645
-0.872169140784467	0.0644362785178265
-0.854264813470673	-0.0284601928053302
-0.830504675026737	-0.120034070860039
-0.800984399144179	-0.209916619959802
-0.765822853554982	-0.29774591480288
-0.725161621393184	-0.383168297817743
-0.679164431089573	-0.465839803217288
-0.628016497095079	-0.545427542027663
-0.571923774087554	-0.621611042514677
-0.511112127664972	-0.694083540610357
-0.445826424864385	-0.762553215143592
-0.37632954816879	-0.826744362900979
-0.302901336972148	-0.886398508786366
-0.225837460764921	-0.941275446608831
-0.145448228577378	-0.991154206308238
-0.0620573394746623	-1.03583394372367
0.0239994208651053	-1.075134749322
0.112375532241234	-1.10889837263004
0.202715135245011	-1.13698885945341
0.294654464179937	-1.15929309931602
0.387823311817807	-1.1757212809161
0.481846520092546	-1.18620725376455
0.57634549072934	-1.19070879454968
0.670939709726253	-1.18920777715555
0.765248279549828	-1.18171024564941
0.858891452875006	-1.16824638994444
0.951492161693582	-1.14887042423558
1.04267753563399	-1.12366036869811
1.13208040337867	-1.09271773532794
1.21934077113341	-1.05616711918866
1.30410727219526	-1.01415569671114
1.38603858178226	-0.966852633066033
1.46480479142784	-0.914448400995309
1.5400887374058	-0.857154013845771
1.61158727783669	-0.795200175892775
1.67901251333315	-0.728836353375538
1.74209294626917	-0.658329769984636
1.80057457400515	-0.583964330846527
1.85422191166693	-0.506039479337802
1.90281894036023	-0.424868991332395
1.94616997700253	-0.340779711736887
1.98410046226975	-0.254110238401419
2.01645766348504	-0.165209558705666
2.04311128961937	-0.0744356443098195
2.06395401592756	0.017845990270936
2.07890191610704	0.11126375946437
2.08789480023958	0.20544150288516
2.09089645715476	0.3
