x	y
1.86949199092079	0.3
1.86693609282671	0.380516158036812
1.85927869024403	0.460708105922887
1.84655061683029	0.540252938987334
1.82880312404485	0.618830358262257
1.80610767477729	0.696123960213646
1.77855565559159	0.771822510786739
1.7462580087447	0.845621198635708
1.70934478546121	0.917222862491374
1.667964622263	0.98633918772475
1.6222841424624	1.0526918672883
1.57248728522892	1.11601372236018
1.51877456493115	1.17604977817908
1.46136226373616	1.23255829073756
1.40048156071754	1.28531172019987
1.3363776009789	1.33409764712458
1.269308508541	1.37871962780263
1.19954434696747	1.4189979852669
1.12736603191415	1.45477053278786
1.05306419998086	1.48589322694235
0.97693803842044	1.51224074762556
0.899294080417229	1.53370700267091
0.820444970786159	1.5502055550457
0.740708207062411	1.56166997090258
0.660404861050908	1.56805408708519
0.579858285983472	1.5693321970109
0.499392814489489	1.56549915418213
0.419332452622877	1.55657039290951
0.339999575204068	1.54258186616334
0.261713627730382	1.52358990080365
0.184789840081759	1.49967097077186
0.109537957201287	1.47092138915716
0.0362609918616449	1.43745692037774
-0.034745995460395	1.39941231403829
-0.103197084688359	1.35694076234093
-0.168816647445313	1.31021328323428
-0.231340456912049	1.25941803178453
-0.290516751775235	1.20475954254139
-0.34610724998136	1.14645790594969
-0.397888108214469	1.08474788212277
-0.445650823234188	1.01987795554642
-0.489203071444686	0.952109334519522
-0.528369483313912	0.881714899360439
-0.562992349524811	0.80897810361428
-0.592932256015077	0.734191832685517
-0.618068645348377	0.657657224491831
-0.638300302156597	0.579682456888006
-0.653545760698408	0.500581506742472
-0.663743632893051	0.420672885663279
-0.668852855508475	0.340278357464264
-0.668852855508475	0.259721642535735
-0.663743632893051	0.17932711433672
-0.653545760698408	0.0994184932575278
-0.638300302156597	0.0203175431119948
-0.618068645348377	-0.0576572244918313
-0.592932256015077	-0.134191832685517
-0.562992349524811	-0.20897810361428
-0.528369483313912	-0.281714899360438
-0.489203071444685	-0.352109334519522
-0.445650823234188	-0.41987795554642
-0.397888108214469	-0.484747882122773
-0.34610724998136	-0.546457905949692
-0.290516751775235	-0.604759542541395
-0.23134045691205	-0.659418031784526
-0.168816647445313	-0.710213283234278
-0.103197084688359	-0.756940762340928
-0.0347459954603943	-0.799412314038288
0.0362609918616451	-0.837456920377741
0.109537957201287	-0.870921389157164
0.184789840081758	-0.89967097077186
0.261713627730382	-0.923589900803652
0.339999575204068	-0.942581866163338
0.419332452622877	-0.956570392909511
0.499392814489489	-0.965499154182129
0.579858285983473	-0.969332197010895
0.660404861050908	-0.968054087085188
0.740708207062411	-0.961669970902578
0.820444970786158	-0.950205555045697
0.899294080417229	-0.933707002670907
0.97693803842044	-0.912240747625562
1.05306419998086	-0.885893226942346
1.12736603191415	-0.854770532787858
1.19954434696747	-0.818997985266897
1.269308508541	-0.778719627802633
1.3363776009789	-0.734097647124578
1.40048156071754	-0.685311720199874
1.46136226373616	-0.632558290737556
1.51877456493115	-0.576049778179077
1.57248728522892	-0.51601372236018
1.6222841424624	-0.452691867288297
1.667964622263	-0.386339187724749
1.70934478546121	-0.317222862491374
1.7462580087447	-0.245621198635708
1.77855565559159	-0.171822510786738
1.80610767477729	-0.0961239602136464
1.82880312404485	-0.0188303582622574
1.84655061683029	0.0597470610126666
1.85927869024403	0.139291894077114
1.86693609282671	0.219483841963188
1.86949199092079	0.3
