group	x	y
40	2.76365911474342	-1.70939358025537
40	2.76065225741531	-1.61467125921074
40	2.75164379298419	-1.5203303515213
40	2.73666999535683	-1.42675073472529
40	2.71579115873138	-1.33430922091119
40	2.68909135481387	-1.24337803942849
40	2.65667809429115	-1.15432333805141
40	2.61868189392329	-1.06750370863111
40	2.57525575099863	-0.983268743172806
40	2.52657452726776	-0.901957626152198
40	2.47283424483691	-0.823897768739275
40	2.41425129685612	-0.749403490429098
40	2.35106157618043	-0.678774753388131
40	2.28351952551258	-0.612295954612466
40	2.21189711285207	-0.550234780761494
40	2.13648273637598	-0.492841130278208
40	2.05758006316137	-0.440346107136374
40	1.97550680642505	-0.392961090266393
40	1.89059344620466	-0.350876882406952
40	1.80318189863217	-0.314262941809744
40	1.71362413915829	-0.28326669989089
40	1.62228078527157	-0.258012967576669
40	1.52951964441903	-0.238603432733961
40	1.43571423297544	-0.225116250709105
40	1.34124227222463	-0.217605729623896
40	1.24648416740926	-0.216102111695954
40	1.15182147597314	-0.220611451463982
40	1.05763537116407	-0.231115591408278
40	0.964305107183724	-0.247572235064656
40	0.872206492064815	-0.269915117337383
40	0.781710374424793	-0.298054271325326
40	0.693181150189354	-0.331876390586916
40	0.606975295298656	-0.371245285385192
40	0.523439930304524	-0.416002431075808
40	0.442911422638504	-0.465967606429823
40	0.36571403217893	-0.520939619320985
40	0.292158605570847	-0.580697116855409
40	0.222541324556275	-0.644999476681562
40	0.157142513354875	-0.713587775891539
40	0.0962255098972506	-0.786185833612237
40	0.0400356054560507	-0.862501323088244
40	-0.0112009430554181	-0.942226948778519
40	-0.0572778241399194	-1.02504168372707
40	-0.098009502459875	-1.1106120622252
40	-0.133231965922682	-1.19859352256023
40	-0.162803386099525	-1.28863179444391
40	-0.1866046893184	-1.38036432553379
40	-0.204540036131766	-1.47342174130362
40	-0.216537207228175	-1.56742933238411
40	-0.222547894233948	-1.66200856338539
40	-0.222547894233948	-1.75677859712535
40	-0.216537207228175	-1.85135782812663
40	-0.204540036131766	-1.94536541920712
40	-0.1866046893184	-2.03842283497695
40	-0.162803386099525	-2.13015536606683
40	-0.133231965922682	-2.22019363795051
40	-0.098009502459875	-2.30817509828554
40	-0.0572778241399197	-2.39374547678367
40	-0.0112009430554179	-2.47656021173222
40	0.0400356054560505	-2.5562858374225
40	0.0962255098972509	-2.6326013268985
40	0.157142513354875	-2.7051993846192
40	0.222541324556275	-2.77378768382918
40	0.292158605570847	-2.83809004365533
40	0.365714032178931	-2.89784754118976
40	0.442911422638503	-2.95281955408092
40	0.523439930304525	-3.00278472943493
40	0.606975295298657	-3.04754187512555
40	0.693181150189354	-3.08691076992382
40	0.781710374424793	-3.12073288918541
40	0.872206492064816	-3.14887204317336
40	0.964305107183724	-3.17121492544608
40	1.05763537116407	-3.18767156910246
40	1.15182147597314	-3.19817570904676
40	1.24648416740926	-3.20268504881479
40	1.34124227222463	-3.20118143088684
40	1.43571423297544	-3.19367090980164
40	1.52951964441903	-3.18018372777678
40	1.62228078527157	-3.16077419293407
40	1.71362413915829	-3.13552046061985
40	1.80318189863217	-3.104524218701
40	1.89059344620467	-3.06791027810379
40	1.97550680642505	-3.02582607024435
40	2.05758006316137	-2.97844105337437
40	2.13648273637598	-2.92594603023253
40	2.21189711285207	-2.86855237974925
40	2.28351952551258	-2.80649120589827
40	2.35106157618043	-2.74001240712261
40	2.41425129685612	-2.66938367008164
40	2.47283424483691	-2.59488939177147
40	2.52657452726776	-2.51682953435854
40	2.57525575099863	-2.43551841733794
40	2.61868189392329	-2.35128345187963
40	2.65667809429115	-2.26446382245933
40	2.68909135481387	-2.17540912108225
40	2.71579115873138	-2.08447793959955
40	2.73666999535683	-1.99203642578545
40	2.75164379298419	-1.89845680898944
40	2.76065225741531	-1.8041159013
40	2.76365911474342	-1.70939358025537
