group	x	y
20	0.866679608662971	-0.306032436169218
20	0.86435813362769	-0.232901096835899
20	0.857403056282464	-0.160064231594824
20	0.845842382269011	-0.0878151287950027
20	0.829722662341316	-0.016444710073538
20	0.809108804922172	0.0537596410831228
20	0.784083814739874	0.12251523653106
20	0.754748458597472	0.189545221754264
20	0.721220859620419	0.254579690660056
20	0.68363602161644	0.317356772395664
20	0.642145285462842	0.377623685809718
20	0.596915719710219	0.435137757312731
20	0.548129447856363	0.489667398037993
20	0.49598291499922	0.540993036368202
20	0.44068609682181	0.588908002072864
20	0.382461654094267	0.633219358496377
20	0.3215440360975	0.67374867944584
20	0.258178536578689	0.71033276765036
20	0.192620306039939	0.742824311898865
20	0.125133324337258	0.771092480210353
20	0.0559893377268553	0.795023446648108
20	-0.0145332353611293	0.81452084965657
20	-0.086150425415373	0.829506180075312
20	-0.158573855288368	0.839919097267715
20	-0.231511901389415	0.845717672091422
20	-0.304670867949893	0.846878555732187
20	-0.377756169632465	0.843397073721315
20	-0.450473517722256	0.835287244758097
20	-0.522530105123645	0.822581724261455
20	-0.593635785391088	0.805331672878093
20	-0.663504241046457	0.783606550476635
20	-0.731854136478462	0.757493836457245
20	-0.798410250781869	0.727098677502959
20	-0.862904585974945	0.692543464191104
20	-0.925077446132739	0.65396733816964
20	-0.98467848309092	0.611525631882851
20	-1.04146770450947	0.56538924310242
20	-1.09521644023715	0.515743946782413
20	-1.14570826308545	0.462789647009114
20	-1.19273986030454	0.406739572057819
20	-1.23612185225192	0.347819415797833
20	-1.27567955495744	0.286266428902912
20	-1.31125368351394	0.222328463526539
20	-1.34270099346139	0.156262975288779
20	-1.36989485758176	0.0883359865933626
20	-1.39272577578215	0.0188210154493583
20	-1.41110181601299	-0.0520020258893121
20	-1.42494898444599	-0.12384795803173
20	-1.43421152342112	-0.196427482766731
20	-1.43885213596311	-0.269448347964698
20	-1.43885213596311	-0.342616524373739
20	-1.43421152342112	-0.415637389571706
20	-1.42494898444599	-0.488216914306707
20	-1.41110181601299	-0.560062846449124
20	-1.39272577578215	-0.630885887787795
20	-1.36989485758176	-0.700400858931799
20	-1.34270099346139	-0.768327847627216
20	-1.31125368351394	-0.834393335864976
20	-1.27567955495744	-0.898331301241348
20	-1.23612185225193	-0.959884288136269
20	-1.19273986030454	-1.01880444439626
20	-1.14570826308545	-1.07485451934755
20	-1.09521644023715	-1.12780881912085
20	-1.04146770450947	-1.17745411544086
20	-0.98467848309092	-1.22359050422129
20	-0.925077446132739	-1.26603221050808
20	-0.862904585974944	-1.30460833652954
20	-0.798410250781869	-1.3391635498414
20	-0.731854136478462	-1.36955870879568
20	-0.663504241046457	-1.39567142281507
20	-0.593635785391088	-1.41739654521653
20	-0.522530105123644	-1.43464659659989
20	-0.450473517722256	-1.44735211709653
20	-0.377756169632465	-1.45546194605975
20	-0.304670867949893	-1.45894342807062
20	-0.231511901389415	-1.45778254442986
20	-0.158573855288369	-1.45198396960615
20	-0.0861504254153735	-1.44157105241375
20	-0.0145332353611291	-1.42658572199501
20	0.0559893377268553	-1.40708831898654
20	0.125133324337258	-1.38315735254879
20	0.192620306039939	-1.3548891842373
20	0.25817853657869	-1.3223976399888
20	0.3215440360975	-1.28581355178428
20	0.382461654094266	-1.24528423083481
20	0.44068609682181	-1.2009728744113
20	0.49598291499922	-1.15305790870664
20	0.548129447856363	-1.10173227037643
20	0.596915719710219	-1.04720262965117
20	0.642145285462843	-0.989688558148154
20	0.68363602161644	-0.929421644734101
20	0.721220859620419	-0.866644562998493
20	0.754748458597472	-0.801610094092701
20	0.784083814739874	-0.734580108869496
20	0.809108804922172	-0.665824513421559
20	0.829722662341316	-0.595620162264899
20	0.845842382269012	-0.524249743543433
20	0.857403056282464	-0.452000640743612
20	0.86435813362769	-0.379163775502538
20	0.866679608662971	-0.306032436169219
