group	x	y
36	3.63547731734353	-1.70939358025537
36	3.63071520791588	-1.5593771315739
36	3.61644805496685	-1.4099647461839
36	3.59273330728587	-1.26175805502716
36	3.55966645579186	-1.11535383414035
36	3.51738064902506	-0.971341601648515
36	3.4660461570048	-0.830301243983684
36	3.40586968561226	-0.692800680886857
36	3.33709354425883	-0.559393578595658
36	3.25999467019163	-0.430617120425808
36	3.17488351336496	-0.306989843723508
36	3.08210278636791	-0.189009551898562
36	2.98202608444171	-0.0771513099457397
36	2.87505638114357	0.0281344684742839
36	2.7616244057144	0.126423834691771
36	2.64218690868412	0.217321012119584
36	2.51722482269856	0.300459989905812
36	2.38724132597339	0.375505996730295
36	2.25275981617307	0.44215684881057
36	2.11432180287314	0.500144166689315
36	1.97248472709234	0.549234455903693
36	1.82781971667431	0.589230047185149
36	1.6809092865574	0.619969892403789
36	1.53234499319257	0.641330213052353
36	1.38272505255435	0.653224998658582
36	1.23265193133628	0.65560635311903
36	1.08272992103011	0.648464687559769
36	0.933562704657329	0.6318287589474
36	0.785750925950613	0.605765554294897
36	0.639889770773574	0.57038002092855
36	0.496566570517322	0.525814643902123
36	0.35635843712426	0.472248872259828
36	0.219829939261974	0.409898396458363
36	0.0875308290044721	0.33901427985757
36	-0.040006171825383	0.259881947776893
36	-0.162267516738642	0.172820038188355
36	-0.278760902450716	0.0781791186739138
36	-0.38901725121296	-0.0236597251864712
36	-0.492592599623197	-0.132286424311958
36	-0.589069886309655	-0.247263577324286
36	-0.678060631289904	-0.368128211808743
36	-0.759206500242638	-0.494393648540682
36	-0.832180747393512	-0.62555146117098
36	-0.896689531205056	-0.761073523479509
36	-0.952473097572834	-0.900414135953019
36	-0.999306825763545	-1.04301222312448
36	-1.03700213288344	-1.18829359282596
36	-1.06540723323506	-1.33567324825783
36	-1.08440774950471	-1.48455774356438
36	-1.09392717331947	-1.63434757343089
36	-1.09392717331947	-1.78443958707985
36	-1.08440774950471	-1.93422941694636
36	-1.06540723323506	-2.08311391225291
36	-1.03700213288344	-2.23049356768478
36	-0.999306825763545	-2.37577493738626
36	-0.952473097572834	-2.51837302455772
36	-0.896689531205056	-2.65771363703123
36	-0.832180747393512	-2.79323569933976
36	-0.759206500242638	-2.92439351197006
36	-0.678060631289904	-3.050658948702
36	-0.589069886309655	-3.17152358318645
36	-0.492592599623198	-3.28650073619878
36	-0.38901725121296	-3.39512743532427
36	-0.278760902450716	-3.49696627918465
36	-0.162267516738641	-3.5916071986991
36	-0.0400061718253837	-3.67866910828763
36	0.0875308290044734	-3.75780144036831
36	0.219829939261974	-3.8286855569691
36	0.35635843712426	-3.89103603277057
36	0.496566570517322	-3.94460180441286
36	0.639889770773575	-3.98916718143929
36	0.785750925950614	-4.02455271480564
36	0.933562704657329	-4.05061591945814
36	1.08272992103011	-4.06725184807051
36	1.23265193133628	-4.07439351362977
36	1.38272505255435	-4.07201215916932
36	1.53234499319257	-4.06011737356309
36	1.6809092865574	-4.03875705291453
36	1.82781971667431	-4.00801720769589
36	1.97248472709234	-3.96802161641443
36	2.11432180287314	-3.91893132720006
36	2.25275981617307	-3.86094400932131
36	2.38724132597339	-3.79429315724104
36	2.51722482269856	-3.71924715041655
36	2.64218690868412	-3.63610817263032
36	2.7616244057144	-3.54521099520251
36	2.87505638114357	-3.44692162898502
36	2.98202608444171	-3.341635850565
36	3.08210278636791	-3.22977760861218
36	3.17488351336496	-3.11179731678723
36	3.25999467019163	-2.98817004008493
36	3.33709354425883	-2.85939358191508
36	3.40586968561226	-2.72598647962388
36	3.4660461570048	-2.58848591652706
36	3.51738064902506	-2.44744555886223
36	3.55966645579186	-2.30343332637039
36	3.59273330728587	-2.15702910548358
36	3.61644805496685	-2.00882241432684
36	3.63071520791588	-1.85941002893684
36	3.63547731734353	-1.70939358025537
