group	x	y	showSelected1
5	0.494042537885743	2.34303882517041	3
5	0.45747996900835	2.20786780598317	3
5	0.345415356081182	2.76728726937265	3
7	0.45747996900835	2.20786780598317	4
7	0.345415356081182	2.76728726937265	4
7	1.38418535782634	2.68217608051942	4
8	0.45747996900835	2.20786780598317	5
8	-0.384426847384491	2.86929062242358	5
8	1.38418535782634	2.68217608051942	5
9	0.899809258786438	1.71266630705141	6
9	-0.384426847384491	2.86929062242358	6
9	1.38418535782634	2.68217608051942	6
10	1.71670747601721	1.91017422949523	7
10	0.899809258786438	1.71266630705141	7
10	-0.384426847384491	2.86929062242358	7
10	1.38418535782634	2.68217608051942	7
11	1.71670747601721	1.91017422949523	8
11	0.899809258786438	1.71266630705141	8
11	-0.914359425680012	2.17658331201856	8
11	-0.384426847384491	2.86929062242358	8
11	1.38418535782634	2.68217608051942	8
12	1.71670747601721	1.91017422949523	9
12	0.0890783514475545	1.15802877240408	9
12	-0.914359425680012	2.17658331201856	9
12	-0.384426847384491	2.86929062242358	9
12	1.38418535782634	2.68217608051942	9
1	1.71670747601721	1.91017422949523	10
1	0.379633322775876	1.04211587314424	10
1	0.0890783514475545	1.15802877240408	10
1	-0.914359425680012	2.17658331201856	10
1	-0.384426847384491	2.86929062242358	10
1	1.38418535782634	2.68217608051942	10
2	1.59394618762842	1.33295037121352	11
2	0.926435595873674	0.962365828532952	11
2	0.347905219319001	0.943103222152607	11
2	0.0890783514475545	1.15802877240408	11
2	-0.914359425680012	2.17658331201856	11
2	-0.384426847384491	2.86929062242358	11
2	1.38418535782634	2.68217608051942	11
2	1.71670747601721	1.91017422949523	11
3	1.45018710127266	0.981440167285362	12
3	0.680007131451493	0.720886697023441	12
3	0.431331267181498	0.864821384876168	12
3	0.0890783514475545	1.15802877240408	12
3	-0.914359425680012	2.17658331201856	12
3	-0.384426847384491	2.86929062242358	12
3	1.38418535782634	2.68217608051942	12
3	2.16040261569495	1.700213649515	12
4	1.49418833126783	0.822669517730394	13
4	0.792619256398035	0.607192070558016	13
4	0.364263546051023	0.538355269639434	13
4	-0.846746661788102	1.17261167036215	13
4	-0.914359425680012	2.17658331201856	13
4	-0.384426847384491	2.86929062242358	13
4	1.38418535782634	2.68217608051942	13
4	2.16040261569495	1.700213649515	13
6	2.58683345454085	1.5584864255653	14
6	1.06016044043452	0.411105513740336	14
6	-0.276592208458037	0.426734585763114	14
6	-0.846746661788102	1.17261167036215	14
6	-0.914359425680012	2.17658331201856	14
6	-0.384426847384491	2.86929062242358	14
6	1.38418535782634	2.68217608051942	14
17	-0.178778804901911	-0.406098678782491	17
17	-0.303036624595263	-0.443336801326343	17
17	-0.0810226283917818	-0.217863699268933	17
19	-0.178778804901911	-0.406098678782491	18
19	-0.303036624595263	-0.443336801326343	18
19	-0.512570947571515	-0.261675294870783	18
19	-0.0810226283917818	-0.217863699268933	18
20	-0.178778804901911	-0.406098678782491	19
20	-0.303036624595263	-0.443336801326343	19
20	-0.512570947571515	-0.261675294870783	19
20	-0.487460310141485	-0.0751922966156808	19
20	-0.0810226283917818	-0.217863699268933	19
21	-0.286300530434326	-0.640605534418578	20
21	-0.512570947571515	-0.261675294870783	20
21	-0.487460310141485	-0.0751922966156808	20
21	-0.0810226283917818	-0.217863699268933	20
22	-0.286300530434326	-0.640605534418578	21
22	-0.63541803786317	-0.231467075484584	21
22	-0.487460310141485	-0.0751922966156808	21
22	-0.0810226283917818	-0.217863699268933	21
23	-0.286300530434326	-0.640605534418578	22
23	-0.63541803786317	-0.231467075484584	22
23	-0.487460310141485	-0.0751922966156808	22
23	0.100025371983883	-0.236824251542456	22
24	0.100025371983883	-0.236824251542456	23
24	-0.286300530434326	-0.640605534418578	23
24	-0.63541803786317	-0.231467075484584	23
24	-0.487460310141485	-0.0751922966156808	23
24	-0.115920105042845	0.249180998806552	23
13	-0.310260637549223	-0.971997841219334	24
13	-0.63541803786317	-0.231467075484584	24
13	-0.487460310141485	-0.0751922966156808	24
13	-0.115920105042845	0.249180998806552	24
13	0.100025371983883	-0.236824251542456	24
14	-0.310260637549223	-0.971997841219334	25
14	-0.38017425210529	-1.056128739529	25
14	-0.612328388440631	-1.05380504058291	25
14	-1.01619026309895	-0.0561637893147008	25
14	-0.224612614898356	0.526599363560688	25
14	0.100025371983883	-0.236824251542456	25
15	0.511781168450848	-0.610156763588569	26
15	0.124930918143108	-1.04493360901523	26
15	-0.430280372557587	-1.13505460388082	26
15	-0.612328388440631	-1.05380504058291	26
15	-1.11234621215023	-0.118892273545785	26
15	-0.664972436212003	0.536469598527614	26
15	-0.224612614898356	0.526599363560688	26
16	0.511781168450848	-0.610156763588569	27
16	0.358679551529044	-1.102787727343	27
16	-0.424218648346508	-1.30538838715636	27
16	-0.612328388440631	-1.05380504058291	27
16	-1.11234621215023	-0.118892273545785	27
16	-0.664972436212003	0.536469598527614	27
16	0.318339521244343	0.675729727753681	27
16	0.681931625456156	0.0706378525462976	27
18	0.511781168450848	-0.610156763588569	28
18	0.358679551529044	-1.102787727343	28
18	-0.601894119632932	-1.61202639325077	28
18	-1.16452359625359	-1.25336168013651	28
18	-1.39428995371035	-1.05931339671119	28
18	-1.47815005510862	-0.582058439800298	28
18	-0.664972436212003	0.536469598527614	28
