group	x	y
48	2.37852194349866	-0.173279522345063
48	2.37587479600352	-0.0898888165263038
48	2.36794401264676	-0.0068338956476465
48	2.35476152789383	0.0755508074382472
48	2.33638042295817	0.156933558609218
48	2.31287471206185	0.236986658249835
48	2.28433904440646	0.315387760782088
48	2.25088832305415	0.391821172637261
48	2.2126572422536	0.465979123442509
48	2.16979974507376	0.537563005303526
48	2.1224884035295	0.606284575193143
48	2.07091372369495	0.671867115604265
48	2.01528337860287	0.734046548793604
48	1.95582137201854	0.79257250012955
48	1.89276713645575	0.847209306262445
48	1.82637456906649	0.89773696405771
48	1.75691100928682	0.943952016470826
48	1.68465616235522	0.98566837179704
48	1.60990097303839	1.02271805299698
48	1.53294645409934	1.05495187408091
48	1.45410247422521	1.08224004082805
48	1.37368651029546	1.1044726734221
48	1.29202236901454	1.12156024889848
48	1.20943888305651	1.13343396162168
48	1.12626858697202	1.14004600034133
48	1.04284637818896	1.14136974071118
48	0.959508168498742	1.13739985249597
48	0.876589531458092	1.12815232103439
48	0.794424351152755	1.11366438287179
48	0.713343477764134	1.0939943758217
48	0.633673395352375	1.06922150406013
48	0.555734907220291	1.03944551919821
48	0.479841844151686	1.00478631861775
48	0.406299800725553	0.965383462686732
48	0.335404904794564	0.921395612798994
48	0.267442625082722	0.872999892500798
48	0.202686621703562	0.820391174276817
48	0.141397644227464	0.763781294867421
48	0.0838224817351634	0.703398202276887
48	0.0301929690852198	0.63948503790724
48	-0.0192749466031268	0.572299157513645
48	-0.0643820754927924	0.502111094923607
48	-0.104946787096018	0.429203472692739
48	-0.14080574163624	0.353869864083471
48	-0.171814547759719	0.276413610949148
48	-0.197848343948562	0.197146602283438
48	-0.218802301293981	0.116388018353441
48	-0.234592045605315	0.0344630454734052
48	-0.245153997155114	-0.0482984334057912
48	-0.250445626692263	-0.131563167018849
48	-0.250445626692263	-0.214995877671278
48	-0.245153997155114	-0.298260611284336
48	-0.234592045605315	-0.381022090163532
48	-0.218802301293981	-0.462947063043568
48	-0.197848343948562	-0.543705646973565
48	-0.17181454775972	-0.622972655639274
48	-0.14080574163624	-0.700428908773598
48	-0.104946787096018	-0.775762517382865
48	-0.0643820754927922	-0.848670139613734
48	-0.0192749466031268	-0.918858202203771
48	0.0301929690852201	-0.986044082597367
48	0.0838224817351633	-1.04995724696701
48	0.141397644227465	-1.11034033955755
48	0.202686621703562	-1.16695021896694
48	0.267442625082722	-1.21955893719092
48	0.335404904794564	-1.26795465748912
48	0.406299800725554	-1.31194250737686
48	0.479841844151686	-1.35134536330788
48	0.555734907220291	-1.38600456388834
48	0.633673395352375	-1.41578054875025
48	0.713343477764135	-1.44055342051183
48	0.794424351152756	-1.46022342756191
48	0.876589531458092	-1.47471136572452
48	0.959508168498741	-1.4839588971861
48	1.04284637818896	-1.48792878540131
48	1.12626858697202	-1.48660504503145
48	1.20943888305651	-1.4799930063118
48	1.29202236901454	-1.4681192935886
48	1.37368651029546	-1.45103171811223
48	1.45410247422521	-1.42879908551818
48	1.53294645409934	-1.40151091877104
48	1.60990097303839	-1.36927709768711
48	1.68465616235522	-1.33222741648717
48	1.75691100928682	-1.29051106116095
48	1.82637456906649	-1.24429600874784
48	1.89276713645575	-1.19376835095257
48	1.95582137201854	-1.13913154481968
48	2.01528337860287	-1.08060559348373
48	2.07091372369495	-1.01842616029439
48	2.1224884035295	-0.95284361988327
48	2.16979974507376	-0.884122049993653
48	2.2126572422536	-0.812538168132636
48	2.25088832305415	-0.738380217327388
48	2.28433904440646	-0.661946805472215
48	2.31287471206185	-0.583545702939961
48	2.33638042295817	-0.503492603299345
48	2.35476152789383	-0.422109852128373
48	2.36794401264676	-0.33972514904248
48	2.37587479600352	-0.256670228163823
48	2.37852194349866	-0.173279522345064
